TID,BOOK_NAME,CODE,TITLE,FILENAME,I_DATE,PPT,SUMMARY,GUEST_SPEAKER
1653,"2 PETER","2PT01","2 Peter 01:01-11","2_Peter_01a","02/10/19 10:00:00",1,,0
1654,"GENESIS","GEN09","Genesis 13-15:07","Genesis_13-15a","02/13/19 19:00:00",1,,0
1655,"2 PETER","2PT02","2 Peter 01:12-21","2_Peter_01b","02/17/19 10:00:00",1,,0
1656,"GENESIS","GEN10","Genesis 15:08-17","Genesis_15b-17","02/20/19 19:00:00",1,,0
1657,"2 PETER","2PT03","2 Peter 02:01-11","2_Peter_02a","02/24/19 10:00:00",1,,0
1658,"2 PETER","2PT04","2 Peter 02:12-22","2_Peter_02b","03/10/19 10:00:00",1,,0
1659,"GENESIS","GEN11","Genesis 18-19","Genesis_18-19","03/13/19 19:00:00",1,,0
1660,"2 PETER","2PT05","2 Peter 03:01-09","2_Peter_03a","03/17/19 10:00:00",1,,0
1661,"GENESIS","GEN12","Genesis 20-21","Genesis_20-21","03/20/19 19:00:00",1,,0
1662,"2 PETER","2PT06","2 Peter 03:10-18","2_Peter_03b","03/24/19 10:00:00",1,,0
1663,"GENESIS","GEN13","Genesis 22-23","Genesis_22-23","03/27/19 19:00:00",1,,0
1664,"TITUS","TIT01","Titus 01:01-10","Titus_01a","03/31/19 10:00:00",1,,0
1665,"GENESIS","GEN14","Genesis 24-25","Genesis_24-25","04/03/19 19:00:00",1,,0
1666,"TITUS","TIT02","Titus 01:10-02:10","Titus_01b-02a","04/07/19 10:00:00",1,,0
1667,"GENESIS","GEN15","Genesis 26-28","Genesis_26-28","04/10/19 19:00:00",1,,0
1668,"TITUS","TIT03","Titus 02:11-03:03","Titus_02b-03a","04/14/19 10:00:00",1,,0
1669,"GENESIS","GEN16","Genesis 29-31","Genesis_29-31","04/17/19 19:00:00",1,,0
1670,"TOPICAL TEACHINGS","TT82","2019 Easter - The Weight of Sin","2019_Easter_-_The_Weight_of_Sin","04/21/19 10:00:00",1,,0
1671,"GENESIS","GEN17","Genesis 32-33","Genesis_32-33","04/24/19 19:00:00",1,,0
1672,"TITUS","TIT04","Titus 03:04-03:15","Titus_03b","04/28/19 10:00:00",1,,0
1673,"LUKE","LUK01","Luke 01:01-38","Luke_01a","05/05/19 10:00:00",1,,0
1674,"GENESIS","GEN18","Genesis 34-36","Genesis_34-36","05/08/19 19:00:00",1,,0
1675,"LUKE","LUK02","Luke 01:39-80","Luke_01b","05/12/19 10:00:00",1,,0
1676,"GENESIS","GEN19","Genesis 37-38","Genesis_37-38","05/15/19 19:00:00",1,,0
1677,"LUKE","LUK03","Luke 02:01-20","Luke_02a","05/19/19 10:00:00",1,,0
1678,"LUKE","LUK04","Luke 02:21-52","Luke_02b","05/26/19 10:00:00",1,,0
1679,"GENESIS","GEN20","Genesis 39-40","Genesis_39-40","05/29/19 19:00:00",1,,0
1680,"LUKE","LUK05","Luke 03","Luke_03","06/02/19 10:00:00",1,,0
1681,"GENESIS","GEN21","Genesis 41-42","Genesis_41-42","06/05/19 19:00:00",1,,0
1682,"LUKE","LUK06","Luke 04:01-13","Luke_04a","06/09/19 10:00:00",1,,0
1683,"GENESIS","GEN22","Genesis 43-45","Genesis_43-45","06/12/19 19:00:00",1,,0
1684,"LUKE","LUK07","Luke 04:14-37","Luke_04b","06/16/19 10:00:00",1,,0
1685,"GENESIS","GEN23","Genesis 46-48","Genesis_46-48","06/19/19 19:00:00",1,,0
1686,"LUKE","LUK08","Luke 04:38-05:15","Luke_04c-05a","06/23/19 10:00:00",1,,0
1687,"GENESIS","GEN24","Genesis 49-50","Genesis_49-50","06/26/19 19:00:00",1,,0
1688,"LUKE","LUK09","Luke 05:16-39","Luke_05b","06/30/19 10:00:00",1,,0
1689,"LUKE","LU10","Luke 06:1-19","Luke_06a","07/07/19 10:00:00",1,,0
1690,"MISCELLANEOUS","TT82","The Gospel According to Isaiah","Gospel_According_to_Isaiah","07/10/19 19:00:00",1,,0
1691,"LUKE","LUK11","Luke 06:20-49","Luke_06b","07/14/19 10:00:00",1,,0
1693,"LUKE","LUK12","Luke 07:01-23","Luke_07a","07/21/19 10:00:00",1,,0
1695,"LUKE","LUK13","Luke 07:24-50","Luke_07b","07/28/19 10:00:00",1,,0
1697,"LUKE","LUK14","Luke 08:01-25","Luke_08a","08/04/19 10:00:00",1,,0
1699,"LUKE","LUK15","Luke 08:26-40","Luke_08b","08/11/19 10:00:00",1,,0
1701,"LUKE","LUK16","Luke 08:41-56","Luke_08c","08/18/19 10:00:00",1,,0
1703,"LUKE","LUK17","Luke 09:01-17","Luke_09a","08/25/19 10:00:00",1,,0
1705,"LUKE","LUK18","Luke 09:18-36","Luke_09b","09/01/19 10:00:00",1,,0
1706,"LUKE","LUK19","Luke 09:37-62","Luke_09c","09/08/19 10:00:00",1,,0
1707,"JUDGES","Traina JDG08","(CT) Judges 15-16","CT_Judges_15-16","09/11/19 19:00:00",1,,0
1708,"LUKE","LUK20","Luke 10:01-20","Luke_10a","09/15/19 10:00:00",1,,0
1704,"JUDGES","Traina JDG07","(CT) Judges 12:08-14","CT_Judges_12b-14","08/28/19 19:00:00",1,,0
1702,"JUDGES","Traina JDG06","(CT) Judges 10-12:07","CT_Judges_10-12a","08/21/19 19:00:00",1,,0
1700,"JUDGES","Traina JDG05","(CT) Judges 08:22-09","CT_Judges_08b-09","08/14/19 19:00:00",1,,0
1698,"JUDGES","Traina JDG04","(CT)Judges 06-08:21","CT_Judges_06-08a","08/07/19 19:00:00",1,,0
1696,"JUDGES","Traina JDG03","(CT)Judges 04-05","CT_Judges_04-05","07/31/19 19:00:00",1,,0
1694,"JUDGES","Traina JDG02","(CT) Judges 03:12-31","CT_Judges_03b","07/24/19 19:00:00",1,,0
1692,"JUDGES","Traina JDG01","(CT) Judges 01-03:11","CT_Judges_01-03a","07/17/19 19:00:00",0,,0
1709,"LUKE","LUK21","Luke 10:21-37","Luke_10b","09/22/19 10:00:00",1,,0
